Rettungspunkt,Longitude,Latitude,Koordinaten,Schnellestes Fahrzeug,Anfahrtszeit,Nächstes Fahrzeug,Anfahrtsdistanz,Ankunft innerhalb 5min,Zeit_HM 81/1,Zeit_PA 84/1,Zeit_WK 81/1,Zeit_WK 84/1,Zeit_Fi 81/1,Zeit_Mifi 84/1,Zeit_Mifi 81/1 W,Zeit_Schöf 81/1,Zeit_Gr 81/1,Entf_HM 81/1,Entf_PA 84/1,Entf_WK 81/1,Entf_WK 84/1,Entf_Fi 81/1,Entf_Mifi 84/1,Entf_Mifi 81/1 W,Entf_Schöf 81/1,Entf_Gr 81/1
Nicklgut - Ortenburg, 13.20321,48.58560," 13.20321,48.58560",PA 84/1,29:36 min,PA 84/1,26.1 km,PA 84/1,72:59 min,29:36 min,66:47 min,54:12 min,80:17 min,75:22 min,75:22 min,45:59 min,61:24 min,66.7 km,26.1 km,54.5 km,45.4 km,77.1 km,80.4 km,80.4 km,44.3 km,48.3 km
Niederham - Ortenburg, 13.17709,48.56946," 13.17709,48.56946",PA 84/1,30:33 min,PA 84/1,26.2 km,PA 84/1,73:56 min,30:33 min,67:44 min,55:09 min,81:14 min,76:19 min,76:19 min,46:53 min,62:18 min,66.9 km,26.2 km,54.6 km,45.5 km,77.3 km,80.5 km,80.5 km,45.9 km,49.9 km
Oberhartdobl - Ortenburg, 13.24404,48.53770," 13.24404,48.53770",PA 84/1,27:49 min,PA 84/1,21.3 km,PA 84/1,72:13 min,27:49 min,66:01 min,53:26 min,79:31 min,74:36 min,74:36 min,52:43 min,68:08 min,65.8 km,21.3 km,53.5 km,44.4 km,76.2 km,79.4 km,79.4 km,51.4 km,55.5 km
Oberiglbach - Ortenburg, 13.17004,48.56921," 13.17004,48.56921",PA 84/1,30:43 min,PA 84/1,29.6 km,PA 84/1,74:06 min,30:43 min,67:55 min,55:19 min,81:25 min,76:29 min,76:29 min,46:43 min,62:08 min,70.3 km,29.6 km,58.0 km,48.9 km,80.7 km,83.9 km,83.9 km,45.8 km,49.8 km
Oberöd - Ortenburg, 13.20270,48.55189," 13.20270,48.55189",PA 84/1,29:21 min,PA 84/1,23.4 km,PA 84/1,73:18 min,29:21 min,67:06 min,54:31 min,80:36 min,75:41 min,75:41 min,50:10 min,65:36 min,67.8 km,23.4 km,55.5 km,46.4 km,78.2 km,81.4 km,81.4 km,48.7 km,52.7 km
Oberoh - Ortenburg, 13.20177,48.60212," 13.20177,48.60212",PA 84/1,26:18 min,PA 84/1,22.4 km,PA 84/1,69:41 min,26:18 min,63:30 min,50:54 min,77:00 min,72:04 min,72:04 min,43:08 min,58:34 min,63.1 km,22.4 km,50.8 km,41.7 km,73.5 km,76.7 km,76.7 km,42.0 km,46.0 km
Ortenburg - Ortenburg, 13.22471,48.54453," 13.22471,48.54453",PA 84/1,27:36 min,PA 84/1,22.2 km,PA 84/1,71:43 min,27:36 min,65:31 min,52:56 min,79:01 min,74:06 min,74:06 min,51:31 min,66:56 min,66.0 km,22.2 km,53.7 km,44.6 km,76.3 km,79.6 km,79.6 km,49.2 km,53.2 km
Ottenöd - Ortenburg, 13.24114,48.58061," 13.24114,48.58061",PA 84/1,23:32 min,PA 84/1,21.5 km,PA 84/1,66:55 min,23:32 min,60:43 min,48:08 min,74:13 min,69:18 min,69:18 min,47:25 min,62:50 min,62.2 km,21.5 km,49.9 km,40.8 km,72.6 km,75.8 km,75.8 km,47.8 km,51.8 km
Parschalling - Ortenburg, 13.17111,48.53562," 13.17111,48.53562",PA 84/1,30:31 min,PA 84/1,24.8 km,PA 84/1,78:09 min,30:31 min,71:58 min,59:22 min,85:28 min,80:32 min,80:32 min,52:10 min,67:35 min,70.5 km,24.8 km,58.2 km,49.1 km,80.9 km,84.1 km,84.1 km,50.1 km,54.1 km
Paulberg - Ortenburg, 13.25484,48.55248," 13.25484,48.55248",PA 84/1,23:29 min,PA 84/1,16.6 km,PA 84/1,68:29 min,23:29 min,62:18 min,49:42 min,75:48 min,70:52 min,70:52 min,49:07 min,63:57 min,58.2 km,16.6 km,46.0 km,36.8 km,68.6 km,71.9 km,71.9 km,59.8 km,59.5 km
Rammelsbach - Ortenburg, 13.25101,48.58365," 13.25101,48.58365",PA 84/1,22:38 min,PA 84/1,19.4 km,PA 84/1,66:00 min,22:38 min,59:49 min,47:13 min,73:19 min,68:23 min,68:23 min,46:31 min,61:56 min,60.1 km,19.4 km,47.9 km,38.8 km,70.5 km,73.8 km,73.8 km,45.8 km,49.8 km
Rauscheröd - Ortenburg, 13.25769,48.55590," 13.25769,48.55590",PA 84/1,24:20 min,PA 84/1,16.8 km,PA 84/1,68:50 min,24:20 min,62:38 min,50:03 min,76:08 min,71:13 min,71:13 min,49:20 min,64:45 min,63.6 km,16.8 km,51.3 km,42.2 km,74.0 km,77.2 km,77.2 km,49.2 km,53.2 km
Röhrn - Ortenburg, 13.22131,48.57775," 13.22131,48.57775",PA 84/1,25:02 min,PA 84/1,23.1 km,PA 84/1,68:25 min,25:02 min,62:14 min,49:38 min,75:44 min,70:48 min,70:48 min,47:57 min,63:22 min,63.8 km,23.1 km,51.5 km,42.4 km,74.2 km,77.4 km,77.4 km,46.6 km,50.7 km
Sammarei - Ortenburg, 13.16487,48.53032," 13.16487,48.53032",PA 84/1,30:43 min,PA 84/1,25.0 km,PA 84/1,78:22 min,30:43 min,72:10 min,59:35 min,85:40 min,80:45 min,80:45 min,53:19 min,68:44 min,70.7 km,25.0 km,58.5 km,49.3 km,81.1 km,84.4 km,84.4 km,50.9 km,55.0 km
Schalkham - Ortenburg, 13.15816,48.57527," 13.15816,48.57527",PA 84/1,31:08 min,PA 84/1,29.4 km,PA 84/1,74:31 min,31:08 min,68:19 min,55:44 min,81:49 min,76:54 min,76:54 min,47:07 min,62:33 min,70.1 km,29.4 km,57.8 km,48.7 km,80.5 km,83.7 km,83.7 km,45.6 km,49.6 km
Schallnöd - Ortenburg, 13.25312,48.56106," 13.25312,48.56106",PA 84/1,24:12 min,PA 84/1,22.2 km,PA 84/1,67:35 min,24:12 min,61:24 min,48:48 min,74:54 min,69:58 min,69:58 min,48:05 min,63:31 min,62.9 km,22.2 km,50.6 km,41.5 km,73.3 km,76.5 km,76.5 km,48.5 km,52.5 km
Schlott - Ortenburg, 13.24811,48.55500," 13.24811,48.55500",PA 84/1,24:41 min,PA 84/1,22.6 km,PA 84/1,68:04 min,24:41 min,61:53 min,49:17 min,75:23 min,70:27 min,70:27 min,48:34 min,64:00 min,63.3 km,22.6 km,51.0 km,41.9 km,73.7 km,76.9 km,76.9 km,48.9 km,53.0 km
Schmelzöd - Ortenburg, 13.26975,48.54918," 13.26975,48.54918",PA 84/1,23:01 min,PA 84/1,15.2 km,PA 84/1,68:01 min,23:01 min,61:50 min,49:14 min,75:20 min,70:24 min,70:24 min,48:39 min,63:29 min,56.8 km,15.2 km,44.5 km,35.4 km,67.2 km,70.4 km,70.4 km,58.4 km,58.1 km
Schöfbach - Ortenburg, 13.22512,48.57123," 13.22512,48.57123",PA 84/1,26:59 min,PA 84/1,24.2 km,PA 84/1,70:22 min,26:59 min,64:10 min,51:35 min,77:40 min,72:45 min,72:45 min,49:02 min,64:28 min,64.9 km,24.2 km,52.6 km,43.5 km,75.3 km,78.5 km,78.5 km,47.0 km,51.1 km
Schwaibach - Ortenburg, 13.18414,48.58734," 13.18414,48.58734",PA 84/1,29:08 min,PA 84/1,27.6 km,PA 84/1,72:31 min,29:08 min,66:20 min,53:44 min,79:50 min,74:54 min,74:54 min,45:08 min,60:33 min,68.3 km,27.6 km,56.1 km,47.0 km,78.7 km,82.0 km,82.0 km,43.9 km,47.9 km
Söldenau-Ortenburg, 13.21707,48.56095," 13.21707,48.56095",PA 84/1,27:51 min,PA 84/1,23.8 km,PA 84/1,71:14 min,27:51 min,65:03 min,52:27 min,78:33 min,73:37 min,73:37 min,49:31 min,64:56 min,64.4 km,23.8 km,52.2 km,43.0 km,74.8 km,78.1 km,78.1 km,47.1 km,51.2 km
Spiegel - Ortenburg, 13.19903,48.57607," 13.19903,48.57607",PA 84/1,28:06 min,PA 84/1,24.9 km,PA 84/1,71:29 min,28:06 min,65:17 min,52:42 min,78:47 min,73:52 min,73:52 min,47:45 min,63:11 min,65.5 km,24.9 km,53.3 km,44.2 km,75.9 km,79.2 km,79.2 km,45.1 km,49.1 km
Steinbach - Ortenburg, 13.25471,48.52179," 13.25471,48.52179",PA 84/1,20:57 min,PA 84/1,17.1 km,PA 84/1,68:36 min,20:57 min,62:24 min,49:49 min,75:54 min,70:59 min,70:59 min,48:04 min,62:54 min,62.8 km,17.1 km,50.6 km,41.5 km,73.2 km,76.5 km,76.5 km,64.0 km,63.7 km
Steinkirchen - Ortenburg, 13.22269,48.53355," 13.22269,48.53355",PA 84/1,24:38 min,PA 84/1,20.1 km,PA 84/1,72:16 min,24:38 min,66:05 min,53:29 min,79:35 min,74:39 min,74:39 min,51:45 min,66:35 min,65.8 km,20.1 km,53.5 km,44.4 km,76.2 km,79.4 km,79.4 km,67.0 km,66.6 km
Thal - Ortenburg, 13.18524,48.57444," 13.18524,48.57444",PA 84/1,30:42 min,PA 84/1,26.1 km,PA 84/1,74:05 min,30:42 min,67:53 min,55:18 min,81:23 min,76:28 min,76:28 min,50:33 min,65:59 min,66.8 km,26.1 km,54.5 km,45.4 km,77.2 km,80.4 km,80.4 km,47.5 km,51.6 km
Unterhartdobl - Ortenburg, 13.24470,48.53117," 13.24470,48.53117",PA 84/1,26:01 min,PA 84/1,19.7 km,PA 84/1,73:39 min,26:01 min,67:28 min,54:53 min,80:58 min,76:02 min,76:02 min,53:08 min,67:58 min,65.4 km,19.7 km,53.1 km,44.0 km,75.8 km,79.0 km,79.0 km,66.6 km,66.3 km
Unteriglbach - Ortenburg, 13.19910,48.55496," 13.19910,48.55496",PA 84/1,29:17 min,PA 84/1,24.1 km,PA 84/1,72:47 min,29:17 min,66:35 min,54:00 min,80:05 min,75:10 min,75:10 min,49:39 min,65:04 min,67.5 km,24.1 km,55.2 km,46.1 km,77.9 km,81.1 km,81.1 km,48.4 km,52.4 km
Unteröd - Ortenburg, 13.20651,48.55147," 13.20651,48.55147",PA 84/1,28:44 min,PA 84/1,23.1 km,PA 84/1,72:41 min,28:44 min,66:30 min,53:54 min,80:00 min,75:04 min,75:04 min,49:34 min,64:59 min,67.5 km,23.1 km,55.2 km,46.1 km,77.9 km,81.1 km,81.1 km,48.4 km,52.4 km
Unteroh - Ortenburg, 13.19181,48.60005," 13.19181,48.60005",PA 84/1,25:44 min,PA 84/1,23.1 km,PA 84/1,69:07 min,25:44 min,62:56 min,50:20 min,76:26 min,71:30 min,71:30 min,42:07 min,57:32 min,63.8 km,23.1 km,51.5 km,42.4 km,74.2 km,77.5 km,77.5 km,41.7 km,45.7 km
Unterthannet - Ortenburg, 13.19267,48.56831," 13.19267,48.56831",PA 84/1,28:41 min,PA 84/1,25.2 km,PA 84/1,72:03 min,28:41 min,65:52 min,53:17 min,79:22 min,74:26 min,74:26 min,48:56 min,64:21 min,65.9 km,25.2 km,53.7 km,44.5 km,76.3 km,79.6 km,79.6 km,46.8 km,50.8 km
Urlmanning - Ortenburg, 13.18035,48.58923," 13.18035,48.58923",PA 84/1,28:25 min,PA 84/1,27.3 km,PA 84/1,71:48 min,28:25 min,65:36 min,53:01 min,79:06 min,74:11 min,74:11 min,44:24 min,59:50 min,68.0 km,27.3 km,55.7 km,46.6 km,78.4 km,81.6 km,81.6 km,43.5 km,47.5 km
Vorderhainberg - Ortenburg, 13.23606,48.54141," 13.23606,48.54141",PA 84/1,26:51 min,PA 84/1,20.7 km,PA 84/1,70:57 min,26:51 min,64:45 min,52:10 min,78:15 min,73:20 min,73:20 min,51:27 min,66:52 min,65.0 km,20.7 km,52.7 km,43.6 km,75.4 km,78.6 km,78.6 km,50.6 km,54.6 km
Vorderschloß - Ortenburg, 13.23009,48.55225," 13.23009,48.55225",PA 84/1,25:56 min,PA 84/1,18.6 km,PA 84/1,69:33 min,25:56 min,63:21 min,50:46 min,76:51 min,71:56 min,71:56 min,50:03 min,65:28 min,64.8 km,18.6 km,52.5 km,43.4 km,75.2 km,78.5 km,78.5 km,50.5 km,54.5 km
Wackersberg - Ortenburg, 13.19484,48.53506," 13.19484,48.53506",PA 84/1,28:58 min,PA 84/1,23.2 km,PA 84/1,76:37 min,28:58 min,70:25 min,57:50 min,83:55 min,79:00 min,79:00 min,55:48 min,70:55 min,68.9 km,23.2 km,56.6 km,47.5 km,79.3 km,82.5 km,82.5 km,51.7 km,69.7 km
Wappmannsberg - Ortenburg, 13.17427,48.55704," 13.17427,48.55704",PA 84/1,32:29 min,PA 84/1,26.7 km,PA 84/1,75:58 min,32:29 min,69:47 min,57:11 min,83:17 min,78:21 min,78:21 min,48:47 min,64:12 min,70.0 km,26.7 km,57.8 km,48.7 km,80.4 km,83.7 km,83.7 km,47.3 km,51.3 km
Weghof - Ortenburg, 13.24789,48.52170," 13.24789,48.52170",PA 84/1,21:56 min,PA 84/1,17.9 km,PA 84/1,69:35 min,21:56 min,63:24 min,50:48 min,76:54 min,71:58 min,71:58 min,49:04 min,63:54 min,63.5 km,17.9 km,51.3 km,42.2 km,73.9 km,77.2 km,77.2 km,64.7 km,64.4 km
Weinberg - Ortenburg, 13.22513,48.56569," 13.22513,48.56569",PA 84/1,31:09 min,PA 84/1,25.7 km,PA 84/1,74:32 min,31:09 min,68:21 min,55:45 min,81:51 min,76:55 min,76:55 min,52:19 min,67:45 min,66.4 km,25.7 km,54.1 km,45.0 km,76.8 km,80.0 km,80.0 km,47.8 km,51.8 km
Weng - Ortenburg, 13.21505,48.56727," 13.21505,48.56727",PA 84/1,26:53 min,PA 84/1,24.3 km,PA 84/1,70:16 min,26:53 min,64:04 min,51:29 min,77:34 min,72:39 min,72:39 min,48:03 min,63:28 min,65.0 km,24.3 km,52.7 km,43.6 km,75.4 km,78.6 km,78.6 km,46.4 km,50.4 km
Weweck - Ortenburg, 13.24252,48.52465," 13.24252,48.52465",PA 84/1,22:13 min,PA 84/1,18.4 km,PA 84/1,69:52 min,22:13 min,63:40 min,51:05 min,77:10 min,72:15 min,72:15 min,49:20 min,64:10 min,64.0 km,18.4 km,51.8 km,42.7 km,74.4 km,77.7 km,77.7 km,65.2 km,64.9 km
Wimberg - Ortenburg, 13.18201,48.55154," 13.18201,48.55154",PA 84/1,33:57 min,PA 84/1,25.9 km,PA 84/1,77:27 min,33:57 min,71:15 min,58:40 min,84:45 min,79:50 min,79:50 min,52:14 min,67:39 min,69.3 km,25.9 km,57.0 km,47.9 km,79.7 km,82.9 km,82.9 km,49.4 km,53.4 km
Wolfa - Ortenburg, 13.19768,48.53292," 13.19768,48.53292",PA 84/1,27:48 min,PA 84/1,22.7 km,PA 84/1,75:27 min,27:48 min,69:15 min,56:40 min,82:45 min,77:50 min,77:50 min,54:55 min,69:45 min,68.4 km,22.7 km,56.1 km,47.0 km,78.8 km,82.0 km,82.0 km,69.6 km,69.2 km
Würding - Ortenburg, 13.22351,48.52987," 13.22351,48.52987",PA 84/1,24:26 min,PA 84/1,19.9 km,PA 84/1,72:04 min,24:26 min,65:53 min,53:17 min,79:23 min,74:27 min,74:27 min,51:33 min,66:23 min,65.6 km,19.9 km,53.4 km,44.2 km,76.0 km,79.2 km,79.2 km,66.8 km,66.5 km
Wurmaign - Ortenburg, 13.17108,48.55071," 13.17108,48.55071",PA 84/1,33:11 min,PA 84/1,27.5 km,PA 84/1,76:40 min,33:11 min,70:29 min,57:53 min,83:59 min,79:03 min,79:03 min,49:29 min,64:54 min,70.9 km,27.5 km,58.6 km,49.5 km,81.3 km,84.5 km,84.5 km,48.1 km,52.2 km
Zell - Ortenburg, 13.19651,48.53993," 13.19651,48.53993",PA 84/1,29:51 min,PA 84/1,23.2 km,PA 84/1,77:03 min,29:51 min,70:52 min,58:16 min,84:22 min,79:26 min,79:26 min,53:56 min,69:21 min,69.5 km,23.2 km,57.2 km,48.1 km,79.9 km,83.1 km,83.1 km,50.4 km,54.4 km
Anzing - Pocking, 13.26379,48.37382," 13.26379,48.37382",PA 84/1,26:08 min,PA 84/1,28.9 km,PA 84/1,73:18 min,26:08 min,67:07 min,54:31 min,80:37 min,75:41 min,75:41 min,52:47 min,67:37 min,74.2 km,28.9 km,62.0 km,52.9 km,84.6 km,87.9 km,87.9 km,75.4 km,75.1 km
Aumühle - Pocking, 13.30067,48.41278," 13.30067,48.41278",PA 84/1,24:20 min,PA 84/1,24.6 km,PA 84/1,71:30 min,24:20 min,65:19 min,52:43 min,78:49 min,73:53 min,73:53 min,50:59 min,65:49 min,69.9 km,24.6 km,57.7 km,48.5 km,80.3 km,83.6 km,83.6 km,71.1 km,70.8 km
Ausbach - Pocking, 13.27815,48.39911," 13.27815,48.39911",PA 84/1,25:44 min,PA 84/1,27.4 km,PA 84/1,72:54 min,25:44 min,66:42 min,54:07 min,80:12 min,75:17 min,75:17 min,52:22 min,67:12 min,72.7 km,27.4 km,60.4 km,51.3 km,83.1 km,86.3 km,86.3 km,73.9 km,73.5 km
Bärnau - Pocking, 13.38749,48.37706," 13.38749,48.37706",PA 84/1,26:47 min,PA 84/1,27.5 km,PA 84/1,73:57 min,26:47 min,67:46 min,55:10 min,81:16 min,76:20 min,76:20 min,53:26 min,68:16 min,72.8 km,27.5 km,60.5 km,51.4 km,83.2 km,86.4 km,86.4 km,74.0 km,73.6 km
Beham - Pocking, 13.37380,48.38127," 13.37380,48.38127",PA 84/1,25:41 min,PA 84/1,26.7 km,PA 84/1,72:50 min,25:41 min,66:39 min,54:03 min,80:09 min,75:13 min,75:13 min,52:19 min,67:09 min,72.0 km,26.7 km,59.7 km,50.6 km,82.4 km,85.6 km,85.6 km,73.2 km,72.8 km
Berg - Pocking, 13.29020,48.40555," 13.29020,48.40555",PA 84/1,23:29 min,PA 84/1,25.9 km,PA 84/1,70:39 min,23:29 min,64:27 min,51:52 min,77:57 min,73:02 min,73:02 min,50:08 min,64:57 min,71.2 km,25.9 km,59.0 km,49.8 km,81.6 km,84.9 km,84.9 km,72.4 km,72.1 km
Bruckhof - Pocking, 13.37310,48.41601," 13.37310,48.41601",PA 84/1,20:46 min,PA 84/1,21.1 km,PA 84/1,67:56 min,20:46 min,61:44 min,49:09 min,75:14 min,70:19 min,70:19 min,47:24 min,62:14 min,66.4 km,21.1 km,54.1 km,45.0 km,76.8 km,80.0 km,80.0 km,67.6 km,67.2 km
Brunnader - Pocking, 13.26148,48.39453," 13.26148,48.39453",PA 84/1,26:21 min,PA 84/1,29.3 km,PA 84/1,73:31 min,26:21 min,67:20 min,54:44 min,80:50 min,75:54 min,75:54 min,53:00 min,67:50 min,74.6 km,29.3 km,62.3 km,53.2 km,85.0 km,88.2 km,88.2 km,75.8 km,75.4 km
Doblham - Pocking, 13.24667,48.39632," 13.24667,48.39632",PA 84/1,27:52 min,PA 84/1,29.5 km,PA 84/1,75:02 min,27:52 min,68:50 min,56:15 min,82:20 min,77:25 min,77:25 min,54:31 min,69:21 min,74.8 km,29.5 km,62.5 km,53.4 km,85.2 km,88.4 km,88.4 km,76.0 km,75.6 km
Edt - Pocking, 13.33433,48.39177," 13.33433,48.39177",PA 84/1,22:29 min,PA 84/1,24.1 km,PA 84/1,69:38 min,22:29 min,63:27 min,50:52 min,76:57 min,72:01 min,72:01 min,49:07 min,63:57 min,69.5 km,24.1 km,57.2 km,48.1 km,79.9 km,83.1 km,83.1 km,70.7 km,70.3 km
Eggersham - Pocking, 13.26949,48.40542," 13.26949,48.40542",PA 84/1,25:58 min,PA 84/1,27.7 km,PA 84/1,73:08 min,25:58 min,66:57 min,54:21 min,80:27 min,75:31 min,75:31 min,52:37 min,67:27 min,73.0 km,27.7 km,60.8 km,51.6 km,83.4 km,86.7 km,86.7 km,74.2 km,73.9 km
Erben - Pocking, 13.33533,48.42073," 13.33533,48.42073",PA 84/1,25:20 min,PA 84/1,21.6 km,PA 84/1,72:30 min,25:20 min,66:18 min,53:43 min,79:48 min,74:53 min,74:53 min,51:58 min,66:48 min,66.9 km,21.6 km,54.6 km,45.5 km,77.3 km,80.5 km,80.5 km,68.1 km,67.8 km
Felding - Pocking, 13.28589,48.37941," 13.28589,48.37941",PA 84/1,22:22 min,PA 84/1,26.2 km,PA 84/1,69:32 min,22:22 min,63:21 min,50:45 min,76:51 min,71:55 min,71:55 min,49:01 min,63:51 min,71.5 km,26.2 km,59.2 km,50.1 km,81.9 km,85.2 km,85.2 km,72.7 km,72.4 km
Gerau - Pocking, 13.24861,48.41068," 13.24861,48.41068",PA 84/1,25:26 min,PA 84/1,27.8 km,PA 84/1,72:36 min,25:26 min,66:24 min,53:49 min,79:54 min,74:59 min,74:59 min,52:05 min,66:54 min,73.1 km,27.8 km,60.8 km,51.7 km,83.5 km,86.7 km,86.7 km,74.3 km,73.9 km
Gern - Pocking, 13.30807,48.41226," 13.30807,48.41226",PA 84/1,24:19 min,PA 84/1,24.6 km,PA 84/1,71:29 min,24:19 min,65:17 min,52:42 min,78:47 min,73:52 min,73:52 min,50:58 min,65:47 min,70.0 km,24.6 km,57.7 km,48.6 km,80.3 km,83.6 km,83.6 km,71.2 km,70.8 km
Gstetten - Pocking, 13.32231,48.41768," 13.32231,48.41768",PA 84/1,22:05 min,PA 84/1,22.4 km,PA 84/1,69:15 min,22:05 min,63:04 min,50:28 min,76:34 min,71:38 min,71:38 min,48:44 min,63:34 min,67.7 km,22.4 km,55.5 km,46.4 km,78.1 km,81.4 km,81.4 km,68.9 km,68.6 km
Haar - Pocking, 13.37824,48.38989," 13.37824,48.38989",PA 84/1,23:47 min,PA 84/1,25.5 km,PA 84/1,70:57 min,23:47 min,64:46 min,52:10 min,78:16 min,73:20 min,73:20 min,50:26 min,65:16 min,70.8 km,25.5 km,58.5 km,49.4 km,81.2 km,84.4 km,84.4 km,72.0 km,71.6 km
Haid - Pocking, 13.30284,48.38396," 13.30284,48.38396",PA 84/1,23:29 min,PA 84/1,25.4 km,PA 84/1,70:39 min,23:29 min,64:28 min,51:52 min,77:58 min,73:02 min,73:02 min,50:08 min,64:58 min,70.7 km,25.4 km,58.4 km,49.3 km,81.1 km,84.3 km,84.3 km,71.9 km,71.5 km
Haidhäuser - Pocking, 13.27666,48.37946," 13.27666,48.37946",PA 84/1,23:37 min,PA 84/1,27.1 km,PA 84/1,70:47 min,23:37 min,64:36 min,52:00 min,78:06 min,73:10 min,73:10 min,50:16 min,65:06 min,72.4 km,27.1 km,60.1 km,51.0 km,82.8 km,86.0 km,86.0 km,73.6 km,73.2 km
Haidzing - Pocking, 13.31733,48.37507," 13.31733,48.37507",PA 84/1,25:02 min,PA 84/1,27.0 km,PA 84/1,72:12 min,25:02 min,66:00 min,53:25 min,79:30 min,74:35 min,74:35 min,51:41 min,66:30 min,72.3 km,27.0 km,60.1 km,51.0 km,82.7 km,86.0 km,86.0 km,73.5 km,73.2 km
Hartkirchen - Pocking, 13.39000,48.40353," 13.39000,48.40353",PA 84/1,21:33 min,PA 84/1,23.7 km,PA 84/1,68:43 min,21:33 min,62:32 min,49:56 min,76:02 min,71:06 min,71:06 min,48:12 min,63:02 min,69.0 km,23.7 km,56.7 km,47.6 km,79.4 km,82.6 km,82.6 km,70.2 km,69.8 km
Hub - Pocking, 13.25130,48.36876," 13.25130,48.36876",PA 84/1,28:26 min,PA 84/1,30.9 km,PA 84/1,75:36 min,28:26 min,69:24 min,56:49 min,82:54 min,77:59 min,77:59 min,55:04 min,69:54 min,76.2 km,30.9 km,63.9 km,54.8 km,86.6 km,89.8 km,89.8 km,77.4 km,77.0 km
Hund - Pocking, 13.41234,48.41279," 13.41234,48.41279",PA 84/1,22:31 min,PA 84/1,21.9 km,PA 84/1,69:41 min,22:31 min,63:29 min,50:54 min,76:59 min,72:04 min,72:04 min,49:10 min,63:59 min,67.2 km,21.9 km,54.9 km,45.8 km,77.6 km,80.8 km,80.8 km,68.4 km,68.0 km
Inzing - Pocking, 13.39999,48.40301," 13.39999,48.40301",PA 84/1,23:40 min,PA 84/1,24.5 km,PA 84/1,70:49 min,23:40 min,64:38 min,52:03 min,78:08 min,73:12 min,73:12 min,50:18 min,65:08 min,69.8 km,24.5 km,57.5 km,48.4 km,80.2 km,83.5 km,83.5 km,71.0 km,70.7 km
Kapfham - Pocking, 13.38702,48.38500," 13.38702,48.38500",PA 84/1,25:01 min,PA 84/1,25.7 km,PA 84/1,72:10 min,25:01 min,65:59 min,53:24 min,79:29 min,74:34 min,74:34 min,51:39 min,66:29 min,71.0 km,25.7 km,58.7 km,49.6 km,81.4 km,84.6 km,84.6 km,72.2 km,71.8 km
Koj - Pocking, 13.26785,48.39113," 13.26785,48.39113",PA 84/1,25:58 min,PA 84/1,28.5 km,PA 84/1,73:08 min,25:58 min,66:57 min,54:21 min,80:27 min,75:31 min,75:31 min,52:37 min,67:27 min,73.8 km,28.5 km,61.5 km,52.4 km,84.2 km,87.5 km,87.5 km,75.0 km,74.7 km
Kojmühle - Pocking, 13.26614,48.38843," 13.26614,48.38843",PA 84/1,25:05 min,PA 84/1,28.3 km,PA 84/1,72:15 min,25:05 min,66:03 min,53:28 min,79:33 min,74:38 min,74:38 min,51:43 min,66:33 min,73.7 km,28.3 km,61.4 km,52.3 km,84.0 km,87.3 km,87.3 km,74.8 km,74.5 km
Kollmannsöd - Pocking, 13.24929,48.38672," 13.24929,48.38672",PA 84/1,27:29 min,PA 84/1,29.4 km,PA 84/1,74:39 min,27:29 min,68:27 min,55:52 min,81:57 min,77:02 min,77:02 min,54:07 min,68:57 min,74.8 km,29.4 km,62.5 km,53.4 km,85.1 km,88.4 km,88.4 km,75.9 km,75.6 km
Königswiese - Pocking, 13.34419,48.42229," 13.34419,48.42229",PA 84/1,18:54 min,PA 84/1,20.3 km,PA 84/1,66:04 min,18:54 min,59:53 min,47:17 min,73:23 min,68:27 min,68:27 min,45:33 min,60:23 min,65.6 km,20.3 km,53.3 km,44.2 km,76.0 km,79.2 km,79.2 km,66.8 km,66.5 km
Kühnham - Pocking, 13.24728,48.40188," 13.24728,48.40188",PA 84/1,26:46 min,PA 84/1,28.8 km,PA 84/1,73:56 min,26:46 min,67:44 min,55:09 min,81:14 min,76:19 min,76:19 min,53:25 min,68:14 min,74.1 km,28.8 km,61.8 km,52.7 km,84.5 km,87.7 km,87.7 km,75.3 km,74.9 km
Leithen - Pocking, 13.26049,48.36827," 13.26049,48.36827",PA 84/1,25:58 min,PA 84/1,29.8 km,PA 84/1,73:08 min,25:58 min,66:56 min,54:21 min,80:26 min,75:31 min,75:31 min,52:37 min,67:27 min,75.1 km,29.8 km,62.9 km,53.7 km,85.5 km,88.8 km,88.8 km,76.3 km,76.0 km
Maierhof - Pocking, 13.26013,48.38519," 13.26013,48.38519",PA 84/1,25:24 min,PA 84/1,28.4 km,PA 84/1,72:34 min,25:24 min,66:23 min,53:47 min,79:53 min,74:57 min,74:57 min,52:03 min,66:53 min,73.7 km,28.4 km,61.4 km,52.3 km,84.1 km,87.3 km,87.3 km,74.9 km,74.5 km
Mitterrohr-Pocking, 13.24559,48.37607," 13.24559,48.37607",PA 84/1,29:00 min,PA 84/1,30.2 km,PA 84/1,76:10 min,29:00 min,69:59 min,57:23 min,83:29 min,78:33 min,78:33 min,55:39 min,70:29 min,75.5 km,30.2 km,63.2 km,54.1 km,85.9 km,89.1 km,89.1 km,76.7 km,76.3 km
Mooshaus - Pocking, 13.37484,48.40932," 13.37484,48.40932",PA 84/1,19:59 min,PA 84/1,21.3 km,PA 84/1,67:09 min,19:59 min,60:57 min,48:22 min,74:27 min,69:32 min,69:32 min,46:37 min,61:27 min,66.6 km,21.3 km,54.3 km,45.2 km,77.0 km,80.2 km,80.2 km,67.8 km,67.5 km
